,product_ID,product_type,product_name,size,colour,quantity,order_id,price_per_unit,stock,total_price,customer_name,gender,age,city,state,order_date,delivery_date,delivery_duration
69,18,Shirt,Oxford Cloth,L,green,52,695,96,1,96,Hillary Guiness,Agender,27,Harrismouth,Queensland,2021-07-01,2021-07-20,19
70,18,Shirt,Oxford Cloth,L,green,52,788,96,3,288,Merrill Care,Bigender,57,Port Rosemouth,Queensland,2021-10-08,2021-10-13,5
71,18,Shirt,Oxford Cloth,L,green,52,991,96,1,96,Andrew Renn,Bigender,63,Port Natalie,Victoria,2021-01-09,2021-01-16,7
72,19,Shirt,Oxford Cloth,XL,green,42,28,96,2,192,Crin Johnikin,Polygender,66,South Clairetown,Queensland,2021-08-19,2021-09-04,16
73,19,Shirt,Oxford Cloth,XL,green,42,90,96,2,192,Winn Siemandl,Bigender,76,South Tyler,Tasmania,2021-06-13,2021-07-07,24
74,19,Shirt,Oxford Cloth,XL,green,42,168,96,1,96,Dannie Fidler,Genderfluid,32,East Max,Tasmania,2021-01-10,2021-01-27,17
75,19,Shirt,Oxford Cloth,XL,green,42,867,96,1,96,Tymothy Linsay,Genderqueer,45,Barrowschester,Victoria,2021-03-23,2021-04-07,15
76,20,Shirt,Oxford Cloth,XS,blue,47,22,96,1,96,Nelli Engall,Genderfluid,21,Chasemouth,Western Australia,2021-05-28,2021-06-09,12
77,20,Shirt,Oxford Cloth,XS,blue,47,39,96,2,192,Vinnie Feaver,Male,28,North Justin,South Australia,2021-02-26,2021-03-20,22
78,20,Shirt,Oxford Cloth,XS,blue,47,745,96,1,96,Pietro Duling,Female,36,Shieldschester,Tasmania,2021-03-21,2021-04-01,11
79,21,Shirt,Oxford Cloth,S,blue,51,80,96,2,192,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,2021-04-26,2021-05-20,24
80,21,Shirt,Oxford Cloth,S,blue,51,582,96,2,192,Gusty Smallacombe,Female,49,North Avabury,South Australia,2021-09-03,2021-09-18,15
81,21,Shirt,Oxford Cloth,S,blue,51,661,96,1,96,Tomaso Mullin,Genderqueer,25,New Ava,Queensland,2021-09-14,2021-09-17,3
82,21,Shirt,Oxford Cloth,S,blue,51,779,96,2,192,Cary Boaler,Genderfluid,27,New Isaac,Victoria,2021-07-07,2021-07-21,14
83,21,Shirt,Oxford Cloth,S,blue,51,780,96,1,96,Wilhelm Blaber,Genderfluid,69,Lake Callumville,Queensland,2021-01-27,2021-01-29,2
84,21,Shirt,Oxford Cloth,S,blue,51,902,96,1,96,Niels Loadsman,Genderfluid,30,Kaiview,New South Wales,2021-01-12,2021-01-15,3
85,21,Shirt,Oxford Cloth,S,blue,51,910,96,2,192,Lilyan Pirt,Genderqueer,55,Hollyfort,Northern Territory,2021-01-27,2021-02-06,10
86,22,Shirt,Oxford Cloth,M,blue,57,32,96,3,288,Codie Everly,Genderfluid,51,Port Christopher,South Australia,2021-06-17,2021-07-14,27
87,22,Shirt,Oxford Cloth,M,blue,57,755,96,2,192,Yardley Dreamer,Female,22,Jordanborough,Tasmania,2021-04-11,2021-05-06,25
88,22,Shirt,Oxford Cloth,M,blue,57,928,96,1,96,Morgana Weymouth,Female,64,Blakeborough,Australian Capital Territory,2021-10-14,2021-10-19,5
89,22,Shirt,Oxford Cloth,M,blue,57,988,96,1,96,John Panchen,Bigender,32,Evansburgh,South Australia,2021-02-04,2021-02-16,12
90,23,Shirt,Oxford Cloth,L,blue,59,191,96,2,192,Chan Duchesne,Male,79,Walterland,New South Wales,2021-01-22,2021-02-15,24
91,23,Shirt,Oxford Cloth,L,blue,59,570,96,3,288,Lanny Wardale,Female,30,Spencerborough,Western Australia,2021-03-09,2021-03-14,5
92,23,Shirt,Oxford Cloth,L,blue,59,675,96,2,192,Thoma Seaking,Genderqueer,67,Ryanberg,South Australia,2021-06-05,2021-06-13,8
93,23,Shirt,Oxford Cloth,L,blue,59,836,96,2,192,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,2021-08-18,2021-08-24,6
94,23,Shirt,Oxford Cloth,L,blue,59,915,96,1,96,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,2021-04-17,2021-05-04,17
95,24,Shirt,Oxford Cloth,XL,blue,60,176,96,3,288,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,2021-09-26,2021-10-04,8
96,24,Shirt,Oxford Cloth,XL,blue,60,508,96,1,96,Glenn Keri,Non-binary,61,Port Ellaside,New South Wales,2021-07-17,2021-08-01,15
97,24,Shirt,Oxford Cloth,XL,blue,60,718,96,2,192,Jedidiah Sydall,Genderfluid,61,Kiehnstad,Australian Capital Territory,2021-05-13,2021-05-20,7
98,24,Shirt,Oxford Cloth,XL,blue,60,824,96,3,288,Etheline Bahde,Female,66,Hoppeville,New South Wales,2021-01-04,2021-01-28,24
99,24,Shirt,Oxford Cloth,XL,blue,60,995,96,3,288,Avril Rossiter,Genderfluid,34,Kiehnburgh,Western Australia,2021-04-14,2021-04-28,14
100,25,Shirt,Oxford Cloth,XS,indigo,61,194,96,1,96,Ashley Gant,Polygender,40,Dietrichville,South Australia,2021-10-23,2021-11-03,11
101,25,Shirt,Oxford Cloth,XS,indigo,61,294,96,1,96,Henrietta Briatt,Agender,24,New Hannah,Australian Capital Territory,2021-08-28,2021-09-15,18
102,25,Shirt,Oxford Cloth,XS,indigo,61,641,96,1,96,Gigi Kalaher,Genderqueer,55,East Audrey,South Australia,2021-03-10,2021-03-22,12
103,25,Shirt,Oxford Cloth,XS,indigo,61,805,96,3,288,Leonore Yakunikov,Agender,21,Langworthville,New South Wales,2021-10-02,2021-10-03,1
104,26,Shirt,Oxford Cloth,S,indigo,59,99,96,1,96,Brodie Hedin,Genderqueer,43,South Hannah,Tasmania,2021-09-13,2021-09-25,12
105,26,Shirt,Oxford Cloth,S,indigo,59,165,96,1,96,Caroljean Elstob,Agender,41,Lake Lukeberg,South Australia,2021-06-23,2021-07-20,27
106,26,Shirt,Oxford Cloth,S,indigo,59,242,96,3,288,Patin Circuit,Genderqueer,62,Langfort,Tasmania,2021-08-25,2021-09-13,19
107,26,Shirt,Oxford Cloth,S,indigo,59,251,96,3,288,Candis Roswarne,Non-binary,46,West Michaelport,Tasmania,2021-07-31,2021-08-27,27
108,26,Shirt,Oxford Cloth,S,indigo,59,406,96,1,96,Jania Sailes,Non-binary,44,West Annaton,Australian Capital Territory,2021-07-25,2021-08-18,24
109,26,Shirt,Oxford Cloth,S,indigo,59,699,96,1,96,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,2021-01-29,2021-02-12,14
110,26,Shirt,Oxford Cloth,S,indigo,59,801,96,3,288,Leandra Derks,Polygender,63,Hermistonberg,Western Australia,2021-08-02,2021-08-17,15
111,26,Shirt,Oxford Cloth,S,indigo,59,807,96,2,192,Nara Legerwood,Male,24,Abbottburgh,Northern Territory,2021-02-17,2021-03-03,14
112,27,Shirt,Oxford Cloth,M,indigo,62,201,96,2,192,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,2021-05-26,2021-06-18,23
113,27,Shirt,Oxford Cloth,M,indigo,62,427,96,3,288,Wren Helgass,Female,59,Port Hannahburgh,Australian Capital Territory,2021-01-27,2021-02-10,14
114,27,Shirt,Oxford Cloth,M,indigo,62,987,96,1,96,Atlante McGrotty,Female,57,Mayerland,Victoria,2021-07-13,2021-08-09,27
115,28,Shirt,Oxford Cloth,L,indigo,70,16,96,1,96,Shoshana Redsell,Bigender,34,North Marcusland,Northern Territory,2021-07-07,2021-07-08,1
116,28,Shirt,Oxford Cloth,L,indigo,70,599,96,3,288,Zeb Shipton,Genderfluid,70,West Madison,Northern Territory,2021-09-23,2021-10-17,24
117,28,Shirt,Oxford Cloth,L,indigo,70,614,96,3,288,Gorden Seago,Genderfluid,80,Port Aaronton,Queensland,2021-04-18,2021-05-03,15
118,28,Shirt,Oxford Cloth,L,indigo,70,765,96,2,192,Slade Villaret,Genderfluid,47,Charlesshire,Australian Capital Territory,2021-01-15,2021-02-01,17
119,28,Shirt,Oxford Cloth,L,indigo,70,848,96,3,288,Saul Franklyn,Male,62,Tillmanview,New South Wales,2021-09-24,2021-10-14,20
120,28,Shirt,Oxford Cloth,L,indigo,70,872,96,3,288,Timmie Kelshaw,Non-binary,69,Lake Evemouth,South Australia,2021-09-26,2021-10-14,18
121,28,Shirt,Oxford Cloth,L,indigo,70,898,96,3,288,Mallory Castellani,Female,38,Williammouth,Victoria,2021-06-30,2021-07-04,4
122,29,Shirt,Oxford Cloth,XL,indigo,55,209,96,2,192,Aldin Moline,Male,25,West Aidenview,Victoria,2021-05-08,2021-05-20,12
123,30,Shirt,Oxford Cloth,XS,violet,74,370,96,2,192,Theodosia Postins,Polygender,38,Turcottetown,Australian Capital Territory,2021-01-22,2021-02-11,20
124,30,Shirt,Oxford Cloth,XS,violet,74,520,96,3,288,Osgood Percifer,Genderqueer,76,Cameronton,Western Australia,2021-02-04,2021-03-01,25
125,30,Shirt,Oxford Cloth,XS,violet,74,617,96,2,192,Etan Peirazzi,Genderqueer,63,West Jessica,Queensland,2021-08-30,2021-09-07,8
126,30,Shirt,Oxford Cloth,XS,violet,74,699,96,2,192,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,2021-01-29,2021-02-12,14
127,30,Shirt,Oxford Cloth,XS,violet,74,897,96,3,288,Michele Osmant,Non-binary,73,North Josephmouth,Queensland,2021-08-26,2021-09-17,22
128,31,Shirt,Oxford Cloth,S,violet,41,184,96,2,192,Brian Finnes,Genderqueer,25,New Codyville,Victoria,2021-09-15,2021-09-29,14
129,31,Shirt,Oxford Cloth,S,violet,41,312,96,2,192,Esteban Hensmans,Genderfluid,45,West Finnberg,Australian Capital Territory,2021-07-06,2021-07-31,25
130,31,Shirt,Oxford Cloth,S,violet,41,492,96,3,288,Gallard Mangan,Bigender,64,Chloeville,Tasmania,2021-07-24,2021-08-07,14
131,31,Shirt,Oxford Cloth,S,violet,41,740,96,2,192,Gunner Murdie,Agender,51,Lewiston,Australian Capital Territory,2021-02-05,2021-02-10,5
132,31,Shirt,Oxford Cloth,S,violet,41,839,96,3,288,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,2021-09-16,2021-09-27,11
133,32,Shirt,Oxford Cloth,M,violet,65,124,96,3,288,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,2021-07-06,2021-07-15,9
134,32,Shirt,Oxford Cloth,M,violet,65,725,96,1,96,Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,2021-09-26,2021-10-05,9
135,32,Shirt,Oxford Cloth,M,violet,65,874,96,2,192,Kyle Lowbridge,Bigender,59,Lake Jesse,Tasmania,2021-03-25,2021-04-10,16
136,33,Shirt,Oxford Cloth,L,violet,73,126,96,2,192,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,2021-01-31,2021-02-20,20
137,33,Shirt,Oxford Cloth,L,violet,73,416,96,1,96,Beatrisa Winterscale,Non-binary,68,Port Harrychester,Western Australia,2021-10-08,2021-10-25,17
138,33,Shirt,Oxford Cloth,L,violet,73,446,96,2,192,Jaymee Dalrymple,Male,23,New George,New South Wales,2021-03-26,2021-03-30,4
139,33,Shirt,Oxford Cloth,L,violet,73,538,96,1,96,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,2021-01-04,2021-01-26,22
140,33,Shirt,Oxford Cloth,L,violet,73,685,96,3,288,Worthy Pardoe,Non-binary,71,North Emmashire,Australian Capital Territory,2021-08-06,2021-08-21,15
141,33,Shirt,Oxford Cloth,L,violet,73,733,96,1,96,Alameda Fincke,Male,43,Matthewstad,Victoria,2021-05-26,2021-06-22,27
142,34,Shirt,Oxford Cloth,XL,violet,54,127,96,1,96,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,2021-04-01,2021-04-11,10
143,34,Shirt,Oxford Cloth,XL,violet,54,419,96,2,192,Lindy Saltrese,Non-binary,31,North Matthewfort,Northern Territory,2021-10-20,2021-11-10,21
144,34,Shirt,Oxford Cloth,XL,violet,54,472,96,3,288,Cornie Virr,Genderqueer,27,East Chelsea,Northern Territory,2021-07-15,2021-07-29,14
145,34,Shirt,Oxford Cloth,XL,violet,54,910,96,2,192,Lilyan Pirt,Genderqueer,55,Hollyfort,Northern Territory,2021-01-27,2021-02-06,10
146,35,Shirt,Dress,XS,red,63,9,104,2,208,Lucas Cromly,Polygender,67,O'connertown,Tasmania,2021-05-01,2021-05-11,10
147,35,Shirt,Dress,XS,red,63,18,104,1,104,Anny Midden,Non-binary,32,Lake Amelia,Victoria,2021-01-01,2021-01-03,2
148,35,Shirt,Dress,XS,red,63,258,104,1,104,Selestina Dauber,Polygender,44,Port Aliview,Western Australia,2021-10-21,2021-11-13,23
149,35,Shirt,Dress,XS,red,63,459,104,1,104,Brenden Roast,Genderfluid,54,Siennabury,New South Wales,2021-06-18,2021-07-06,18
150,35,Shirt,Dress,XS,red,63,854,104,3,312,Camellia Heatherington,Bigender,78,Taylorfurt,New South Wales,2021-08-10,2021-08-27,17
151,35,Shirt,Dress,XS,red,63,969,104,3,312,Tobin Jeffryes,Non-binary,40,Lake Alice,Victoria,2021-05-22,2021-05-25,3
152,36,Shirt,Dress,S,red,72,256,104,2,208,Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,2021-08-09,2021-08-12,3
153,36,Shirt,Dress,S,red,72,373,104,3,312,Fabian Gostage,Polygender,40,Hackettland,South Australia,2021-03-13,2021-04-03,21
154,36,Shirt,Dress,S,red,72,681,104,2,208,Iago Jedrzaszkiewicz,Agender,58,Lake Mikaylashire,Australian Capital Territory,2021-10-10,2021-10-19,9
155,37,Shirt,Dress,M,red,57,36,104,2,208,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,2021-08-22,2021-09-04,13
156,37,Shirt,Dress,M,red,57,579,104,1,104,Archibaldo Taffurelli,Genderqueer,73,Kiehnchester,Tasmania,2021-03-28,2021-04-20,23
157,37,Shirt,Dress,M,red,57,580,104,2,208,Mariellen Medendorp,Agender,80,South Gabriel,Western Australia,2021-04-30,2021-05-09,9
158,37,Shirt,Dress,M,red,57,686,104,2,208,Gibbie Beardall,Polygender,67,South Levi,New South Wales,2021-06-14,2021-06-15,1
159,38,Shirt,Dress,L,red,79,6,104,2,208,Katusha Ceney,Bigender,49,Daughertyport,Queensland,2021-09-09,2021-10-05,26
160,38,Shirt,Dress,L,red,79,423,104,2,208,Brooks Sayers,Polygender,74,Jaydenside,Victoria,2021-06-12,2021-06-21,9
161,38,Shirt,Dress,L,red,79,728,104,3,312,Ellyn Collacombe,Male,73,Adamsside,Tasmania,2021-08-29,2021-08-30,1
162,38,Shirt,Dress,L,red,79,754,104,2,208,Chastity Daniaud,Genderfluid,20,Blakemouth,Northern Territory,2021-06-30,2021-07-23,23
163,38,Shirt,Dress,L,red,79,924,104,2,208,Lorine McLugish,Agender,23,Graceville,New South Wales,2021-04-04,2021-04-18,14
164,39,Shirt,Dress,XL,red,47,107,104,2,208,Merl Gayforth,Genderfluid,30,South Adam,Western Australia,2021-01-11,2021-02-03,23
165,39,Shirt,Dress,XL,red,47,311,104,3,312,Dena Banbrick,Polygender,26,Tylershire,Queensland,2021-03-07,2021-03-25,18
166,39,Shirt,Dress,XL,red,47,444,104,3,312,Nathanil Runchman,Non-binary,23,South Hannahstad,Victoria,2021-03-07,2021-03-26,19
167,39,Shirt,Dress,XL,red,47,828,104,3,312,Sol Adhams,Male,55,Sebastianbury,South Australia,2021-01-09,2021-01-27,18
168,39,Shirt,Dress,XL,red,47,940,104,2,208,Saul Franklyn,Male,62,Tillmanview,New South Wales,2021-09-11,2021-10-04,23
169,39,Shirt,Dress,XL,red,47,964,104,1,104,Hildagarde Dell 'Orto,Bigender,51,Jasperside,South Australia,2021-07-08,2021-07-16,8
170,40,Shirt,Dress,XS,orange,58,49,104,3,312,Julian Sponer,Male,35,Port Madison,Australian Capital Territory,2021-01-22,2021-02-13,22
171,40,Shirt,Dress,XS,orange,58,831,104,2,208,Eve Stutard,Female,75,Monahanberg,New South Wales,2021-08-04,2021-08-20,16
172,41,Shirt,Dress,S,orange,69,250,104,3,312,Margalo Cousen,Agender,31,Bauchton,Northern Territory,2021-03-26,2021-04-03,8
173,41,Shirt,Dress,S,orange,69,323,104,2,208,Lucas Cromly,Polygender,67,O'connertown,Tasmania,2021-03-23,2021-04-13,21
174,41,Shirt,Dress,S,orange,69,400,104,2,208,Aindrea Franzetti,Female,43,North Caitlin,South Australia,2021-07-02,2021-07-25,23
175,41,Shirt,Dress,S,orange,69,881,104,1,104,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,2021-02-18,2021-03-10,20
176,42,Shirt,Dress,M,orange,53,488,104,1,104,Olympia Stobbs,Female,23,Reillyborough,Victoria,2021-10-01,2021-10-26,25
